answers,date,tags,title,user,votes
4,2012-11-07T22:43:00,"Biblical Basis,Lds,John Apostle",What is the basis of the LDS (Mormon) belief that the Apostle John never died?,Narnian,15
6,2011-08-30T21:23:00,"Creation,Genesis,Textual Discrepancies",Are there two different creation accounts in the bible?,rpeg,15
8,2012-11-27T16:18:00,"Sin,Paul Apostle,Evangelicalism,Sanctification,Romans","In evangelicalism, how are Christians free from sin?",,15
2,2011-08-30T23:11:00,"Catholicism,Suicide",What are the consequences of suicide according to the Roman Catholic church?,djeikyb,15
4,2012-12-20T19:55:00,"Lds,Liturgy,Ritual",Why are Mormon Temples Ceremonies kept secret from non-Mormons?,Narnian,15
1,2013-01-07T18:10:00,"Bible,Catholicism",Are today's Catholics encouraged to study the Bible at home?,user3726,15
8,2013-01-20T05:40:00,"Early Church,Acts,Temple",Why did early Christians in Acts still go to the Jewish temple every day?,Mike,15
1,2013-01-21T02:19:00,Eastern Orthodox,What is the ecclesiastical 'hierarchy' of the Eastern Orthodox Church?,,15
4,2011-08-23T22:50:00,Exegesis,What guidelines or rules should be used when interpreting the Bible?,Steve Moser,15
7,2011-08-31T14:30:00,"Soteriology,Apologetics,Suffering",Why are some people born into famine and starvation?,Bongeh,15
5,2012-09-22T15:48:00,"Exegesis,Soteriology,Hebrews,Perseverance Of Saints",How do the proponents of the idea that salvation once received cannot be lost explain Hebrews 6:4-6 and 10:26-29?,brilliant,14
10,2024-04-21T07:36:00,"Sin,Hell","How do believers in hell respond to the argument ""How can a finite crime (any crime we can do in this life) deserve an infinite punishment?""?",FlatAssembler,15
2,2012-07-23T21:45:00,"Protestantism,Lds,Comparative Christianity",Are there any Protestant beliefs which have their roots in Mormon doctrines?,Jas 3.1,14
5,2011-08-27T21:07:00,"Exegesis,Gospel Of Mark,Words Of Jesus,Holidays,Political Correctness",Is Political Correctness showing shame for our God?,Jim McKeeth,14
8,2012-07-18T08:29:00,Faith,Why has God never spoken to me?,jmn,14
4,2012-07-26T19:53:00,"History,Lds",What is the purpose and basis for the special garments issued to temple-going Mormons?,Narnian,14
5,2011-08-27T21:33:00,"Biblical Basis,Mosaic Law,Divination",What is the Bible and Christian view on Astrology?,Jim McKeeth,14
6,2022-02-07T13:37:00,"Catholicism,Gospel Of Luke,Purgatory",A problem with Purgatory: How could Jesus say what he did to the repentant criminal on a cross next to him if Purgatory existed?,Anne,14
2,2022-07-13T17:06:00,"Reference Request,Demons,Thomas Aquinas",Did Aquinas believe that church bells ward off bad weather?,Doubt,14
5,2022-08-24T16:21:00,"Life Of Jesus,Christology,Judaism,Isaiah,Peace",How do Christians respond to the criticism that Jesus of Nazareth did not bring world peace?,Only True God,14
8,2022-09-02T06:01:00,"Bible,Bible Reading",How to get the most out of the Bible with just one reading?,Sebastián P. Pincheira,14
5,2012-08-26T18:12:00,"Church History,Early Church,Persecution",Why did Christianity survive at all?,Monika Michael,14
6,2023-01-16T01:06:00,"Evangelicalism,Pentecostalism,Presbyterianism,Christian Science",Christian Science Monitor: a socially acceptable source among conservative Christians?,novice,14
1,2023-09-12T15:24:00,"Catholicism,Liturgy,Mass,Liturgical Rite","What is Catholic ""Gold ring mass""? What kind of liturgy it is?",TomR,14
2,2012-09-17T02:25:00,Lds,"According to Mormonism, are there immortals on the Earth?",my little demon,14
4,2021-04-03T05:12:00,"History,Creation,Death,Science,Fall Of Man",How do Christians who reject pre-fall death reconcile their views with the Cretaceous–Paleogene extinction event (66 million years ago)?,,14
3,2021-05-26T15:25:00,"Catholicism,Morality,Abortion,Killing","Is abortion okay, if the mother's life is at risk, according to Catholicism?",Dark Knight,14
4,2012-07-18T02:55:00,"Bible,History,Canon,Protestant Bible",Why are the books of the Protestant Bible in the order that they are in?,Aleighd,14
1,2018-07-25T02:31:00,"Catholicism,Saint,Patron Saints",How did Isidore of Seville become the patron saint of the Internet and computer programmers?,Thunderforge,14
1,2018-10-23T08:23:00,"Catholicism,Communion,Anglicanism,Canon Law",Is a Roman Catholic ever permitted to take the Anglican Eucharist?,David,14
5,2012-03-11T06:52:00,"Inspiration,Jonah",How did the author of Jonah know about this conversation?,Greg McNulty,14
4,2012-03-12T02:13:00,"Life Of Jesus,Gospel Of Matthew,Textual Discrepancies,Romans,Gentile",Was Jesus was sent to speak to the Jews only?,,14
3,2018-11-14T16:28:00,"Hell,Origin","What is the modern origin of the phrase ""hell is the absence of God""?",Alan T.,14
5,2011-08-23T20:50:00,"Nature Of God,Protestantism",Is God of Anger or of Love?,Richard,14
4,2011-08-26T17:05:00,Alcohol,How far is too far when it comes to drinking alcohol?,dleyva3,14
1,2012-04-18T18:20:00,"Christology,Bonhoeffer",The Christology of Dietrich Bonhoeffer,Kazark,14
13,2019-09-27T02:27:00,"Catholicism,Eastern Orthodox,Assurance Of Salvation,Doubt","How can we be sure our specific Christian confession is true, when every other Christian group claims that it's not?",TermSpar,14
7,2012-04-30T21:55:00,"Nature Of Man,Original Sin",How is original sin transmitted?,Thomas Shields,14
2,2020-08-19T18:26:00,Pneumatology,Can anyone provide any sources where earlier English Theologians distinguished between Holy Ghost and holy Spirit?,Pieter Rousseau,14
7,2020-11-17T17:07:00,"Civil Government,Worship",Is there any biblical support for the Church to allow governments to close churches and prevent public worship?,Lesley,14
2,2018-05-16T01:59:00,"Church History,Saint",What is the oldest surviving photograph of someone who was later canonized as a saint?,Thunderforge,14
3,2011-08-26T06:59:00,"Bible,Exegesis,Extra Terrestrial Life",Are these Bible verses referencing UFOs?,Flimzy,14
2,2017-01-27T02:21:00,"Soteriology,Eschatology,Satan,Hell,Universalism","How do proponents of Apokatastasis deal with the ""Everlasting punishment"" texts in scripture?",TheIronKnuckle,14
3,2012-01-24T22:20:00,"Communion,Jehovahs Witnesses",Do Jehovah's Witnesses celebrate communion?,Caleb,14
3,2017-06-26T12:59:00,"Catholicism,Sin,Baptism,Sacraments","In Catholicism, does the efficacy of the sacrament depend on the intention of the priest?",Nathaniel is protesting,14
3,2017-07-11T17:39:00,"Catholicism,Terminology,Catholic Catechism,Canon Law","What is the difference between ""Catechism"" and ""Canon Law"" in Catholicism?",David,14
1,2017-07-17T11:37:00,"Catholicism,Baptism,Nature Of Man,Original Sin",If baptism cleanses original sin then why do the children of baptised parents still need to be baptised?,Grasper,14
3,2017-08-01T12:07:00,"Catholicism,Heresy,Sacraments,Medieval Church,Humbert Of Silva Candida",What is the status of Humbert's views on the efficacy of sacraments in Catholicism?,Nathaniel is protesting,14
4,2017-10-30T06:16:00,"Church History,Martin Luther",Did Martin Luther really nail his 95 Theses to the church door?,Thunderforge,14
4,2017-11-07T20:45:00,"Bible,History,Reference Request",How did Christians cultivate their knowledge of the Bible before mass-printing of the Bible?,luchonacho,14
1,2017-11-20T14:18:00,"Eastern Orthodox,Saint,Identify This",Who is this Saint?,,14
3,2012-02-19T04:25:00,Comparative Christianity,Is it possible to be both a humanist and a Christian?,Affable Geek,14
4,2012-02-23T06:15:00,"Terminology,Church Universal","What are the reasons for calling oneself a ""follower of Jesus"" rather than a Christian?",Affable Geek,14
11,2012-02-29T04:09:00,"Bible,Ethics,Epistemology",Does the Bible espouse moral absolutism or moral relativism?,Jim G.,14
2,2012-03-01T02:50:00,"Exegesis,Creation,Old Earth Creation,Romans",How do Old-Earth Creationists explain Romans 5:12-19?,Dale,14
2,2016-12-22T16:11:00,"Biblical Basis,Old Testament,Justification,Gender",What is the basis for Lombard's view that the basis of justification for OT men was different than for OT women?,Nathaniel is protesting,14
3,2017-01-11T10:58:00,"Lds,Gospel Of Matthew,Marriage,Words Of Jesus","On the topic of marriage in heaven, how does the LDS church reconcile Matthew 22:23-33?",Abstraction is everything.,14
3,2016-03-21T05:07:00,Joseph,Is there more than one Joseph in the Bible?,Terry M Guynes,14
5,2011-12-02T16:02:00,"Civil Government,War,Pacifism,Society Of Friends",What do Quakers believe about war and serving in the military?,Richard,14
2,2011-12-03T08:07:00,"Catholicism,Eastern Orthodox,Original Sin,Comparative Christianity,Original Guilt",How do the Catholic and Orthodox views of original sin differ?,,14
4,2011-12-06T04:23:00,"Catholicism,Sexuality,Adam And Eve,Fall Of Man",What is the Catholic understanding of the first sin committed by Adam and Eve?,Techiegirl,14
4,2011-12-07T18:33:00,"Miracles,Jonah",Jonah and the Whale - Is there any scientific proof that it is possible to survive in the belly of whale?,Narnian,14
12,2015-11-17T06:58:00,"Catholicism,Biblical Basis,Communion,Transubstantiation",What are the Biblical arguments against Transubstantiation?,Matthew Co,14
2,2015-12-21T00:05:00,"Biblical Basis,Protestantism,Worship,Liturgy,Preaching",What is the biblical basis for the centrality of preaching in worship?,Nathaniel is protesting,14
2,2016-02-13T02:15:00,"Lds,Evangelism,Missions",Have LDS missionaries stopped preaching door-to-door?,,14
1,2016-03-13T19:13:00,"Symbolism,Art,Passion Of Jesus","What does the abbreviation ""RNIO"" mean in a painting of the Virgin and Child?",davidbak,14
3,2016-07-14T18:20:00,"Prayer,Origin",What is the origin of the Christian tradition of praying before eating?,,14
4,2016-08-21T01:57:00,"Church History,Origin,Sabbath,Calendar,Sunday",When was Sunday first called the Sabbath?,Joshua,14
5,2012-01-10T13:23:00,"Bible,Gospels",Did the gospels really copy from each other?,charles,14
7,2012-01-14T15:59:00,"Biblical Basis,Soteriology,Protestantism,Faith,Sola Fide",What is the biblical basis for salvation by faith alone (sola fide)?,Narnian,14
1,2015-08-24T13:33:00,"Catholicism,Bible Translation,Mariology,Latin Vulgate,Jerome",Did Jerome’s doctrine of Mariology affect his translation?,Susan,14
2,2015-09-15T06:37:00,"Catholicism,Virgin Mary,Gospel Of Luke,Leviticus,Immaculate Conception",How does one reconcile the sinlessness of Mary with her sin offering in Luke 2:24?,,14
4,2015-09-28T23:49:00,"Martin Luther,Purgatory",Did Martin Luther accept or reject the existence of Purgatory?,,14
2,2015-10-09T14:53:00,"Church History,Early Church,Church Fathers,Archaeology,Christian Literature",Have any ante-Nicene writings been discovered in the past 20 years?,ThaddeusB,14
6,2015-10-14T00:21:00,"Exegesis,Soteriology,Gospel Of Matthew,Parables,Sola Fide",How do sola fide adherents explain The Parable of the Ten Virgins?,ThaddeusB,14
5,2015-10-16T21:57:00,"Catholicism,Soteriology,Confession,Perseverance Of Saints","Do Catholics subscribe to the ""once saved, always saved"" doctrine that many evangelical Christians believe in?",Kristopher,14
5,2011-11-07T05:11:00,Nature Of God,What does the Bible say about God being a different type of being than man?,,14
3,2015-06-13T16:56:00,"Catholicism,Papacy,Apostolic Succession","How has apostolic succession been ""unbroken"" in the wake of depositions, antipopes, immorality, and simony?",Andrew,14
4,2011-10-14T14:41:00,"Exegesis,Sin,Genesis,Adam And Eve,Nakedness","Why did Adam claim he was ""naked"" before God when he and Eve had clothed themselves with fig leaves?",Narnian,14
1,2015-06-15T14:41:00,"Virgin Mary,Calvin,Perpetual Virginity,Immaculate Conception,Assumption Of Mary",Why did Calvin reject these Catholic doctrines about Mary?,Andrew,14
5,2011-10-21T13:21:00,"Faith,Protestantism,Sola Fide","How do ""Sola Fide"" adherents reconcile with the three aspects of faith?",Ray,14
2,2011-10-21T15:24:00,"Paul Apostle,Acts,Circumcision,Timothy",How would they know if Timothy was circumcised or not?,jimreed,14
3,2015-08-12T19:58:00,"Genesis,Apologetics,Flood Of Noah",How do local flood proponents explain God's promises to never do it again?,Jas 3.1,14
1,2015-08-12T21:31:00,"Church History,Church Fathers,Augustine,Purgatory",Did Augustine believe in Purgatory?,Mr. Bultitude,14
3,2015-08-18T00:06:00,"Church History,New Testament,Early Church,Canon,Didache",What explanations have scholars proposed for the rejection of the Didache from the Canon?,ThaddeusB,14
8,2011-10-10T06:31:00,"Life Of Jesus,Soteriology,Satan",Did Satan really not understand God's salvation plan?,Shathur,14
1,2015-04-15T18:29:00,"Trinity,Church History,Church Fathers,Origin","When was the word ""trinity"" first applied to God in Christianity?",Lee Woofenden,14
1,2011-10-10T15:13:00,Civil Government,Distributism and Subsidiarity beyond the counsel of Jethro in the Bible,Peter Turner,14
3,2014-11-07T14:08:00,"Exegesis,Reformed Theology,Predestination,Unconditional Election,2 Peter",How do Calvinists interpret 2 Peter 1:10?,,14
2,2014-12-16T16:30:00,"Sin,Sexuality,Thomas Aquinas,Masturbation",Did Thomas Aquinas rate masturbation as a greater sin than rape?,whitewings,14
3,2014-12-23T05:42:00,"Lds,Christmas,Hymns","Why don't Mormons sing the second verse of, ""Hark! The Herald Angels Sing""?",ShemSeger,14
2,2014-12-26T15:03:00,"Eschatology,Prophecy,Sabbath,Second Coming,Seventh Day Adventists",Why do Seventh-day Adventsists believe in a great end of days conflict about the Sabbath day?,,14
2,2011-09-29T11:09:00,"Life Of Jesus,Mosaic Law,Textual Discrepancies,Slavery",Why Do Moses' Laws About Slavery and Punishment Not Align with the Teachings of Jesus?,Adam George,14
1,2015-01-04T02:24:00,"Lds,Alcohol,Word Of Wisdom","Why does the LDS church believe that alcohol was forbidden, despite being common in the Bible?",,14
2,2015-01-20T04:09:00,"Biblical Basis,Soteriology,Church History,Atonement,Anselm",What was Anselm's biblical basis for his theory of atonement by satisfaction?,Vincent Shaw Flack,14
7,2011-10-02T10:29:00,"Life Of Jesus,Old Testament,New Testament",Does the New Testament override the Old Testament?,Nick122,14
6,2011-10-02T16:14:00,"Genesis,Garden Of Eden",Why did God need to plant the tree of knowledge of good and evil in the garden of Eden in the first place?,brilliant,14
5,2015-03-24T18:10:00,"Biblical Basis,Nature Of God,Love",Biblical basis for God's egalitarian love,LCIII,14
3,2015-03-31T16:02:00,Church History,Dating the sacerdotal hierarchy,Nightspore,14
1,2015-04-02T18:27:00,"Exegesis,Romans,Civil Government,Persecution",What is an overview of how Christian commentators have explained rulers to be a terror to bad conduct?,lars,14
2,2011-09-22T14:31:00,"Sin,Protestantism,Christian Living,Other Religions,Meditation","According to Protestants, is it sinful to practice Yoga?",Richard,14
3,2014-08-23T14:30:00,"Church History,Nature Of Man,Early Church,Church Fathers,Souls",Did any other early church fathers besides Origen teach the pre-existence of souls?,,14
9,2014-10-27T18:41:00,"Catholicism,Protestantism,Prayer","Why do Protestants say: ""In Jesus' name. Amen."", whereas Catholics say: ""In the name of the Father, and of the Son, and of the Holy Spirit. Amen.""?",Geremia,14
7,2014-10-28T06:51:00,"Bible,Manuscript",Where can I find scans of original Biblical manuscripts?,Romantic Electron,14
7,2011-09-14T19:54:00,Prayer,Is prayer effectively second-guessing God?,Samuel Hulick,14
6,2011-09-19T16:26:00,"Faith,Terminology","What does it mean to be ""weak in faith""?",a_hardin,14
